id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
3039_clip_36_quantity,videos/level_1/3039/clip_36.mp4,How many nylon sutures are used?,"{""A"": ""6"", ""B"": ""5"", ""C"": ""4"", ""D"": ""7""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""surgical instruments"",
      ""count"": 2
    },
    {
      ""item"": ""visible teeth"",
      ""count"": 4
    }
  ],
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 animal"",
    ""2 surgical instruments""
  ],
  ""measurements_observed"": []
}
```"
3039_clip_70_quantity,videos/level_1/3039/clip_70.mp4,What is the volume of the infarct?,"{""A"": ""25 cubic millimeters"", ""B"": ""230 cubic millimeters"", ""C"": ""23 cubic millimeters"", ""D"": ""20 cubic millimeters""}","""C""",B,C,C,0.0,1.0,1.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [],
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [],
  ""counts"": [
    ""8 brain slices are visible in the grid layout"",
    ""1 brain slice is shown in a separate box labeled 'Posterior'""
  ],
  ""measurements_observed"": []
}
```"
57131_clip_22_quantity,videos/level_1/57131/clip_22.mp4,What is the diameter of the cork borer used to make holes in the agar gel?,"{""A"": ""1.8 cm"", ""B"": ""1.0 cm"", ""C"": ""2.0 cm"", ""D"": ""1.5 cm""}","""D""",D,B,D,1.0,0.0,1.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""test tubes"",
      ""count"": 1
    },
    {
      ""item"": ""petri dishes"",
      ""count"": 2
    }
  ],
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 test tube"",
    ""1 petri dish"",
    ""1 gloved hand""
  ],
  ""measurements_observed"": []
}"
57131_clip_15_quantity,videos/level_1/57131/clip_15.mp4,What mass of material is being weighed?,"{""A"": ""20 grams"", ""B"": ""10 grams"", ""C"": ""16 grams"", ""D"": ""18 grams""}","""C""",C,D,C,1.0,0.0,1.0,"```json
{
  ""numbers_visible"": [""179"", ""004"", ""15.99"", ""1400"", ""1200"", ""1000"", ""800"", ""600"", ""400"", ""200"", ""0""],
  ""counts"": [""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""],
  ""measurements_observed"": [""179 grams (weight)"", ""004 (possibly a code or identifier)"", ""15.99 (possibly a temperature or concentration)"", ""1400 mL (volume)"", ""1200 mL (volume)"", ""1000 mL (volume)"", ""800 mL (volume)"", ""600 mL (volume)"", ""400 mL (volume)"", ""200 mL (volume)"", ""0 mL (volume)""]
}
```","```json
{
  ""numbers_visible"": [""1.79"", ""0.00""],
  ""counts"": [""1 scale"", ""1 beaker"", ""1 bottle"", ""1 container"", ""1 glove""],
  ""measurements_observed"": [""1.79 grams (weight on the scale)""]
}
```"
59992_clip_28_quantity,videos/level_1/59992/clip_28.mp4,What volume of liquid is being added?,"{""A"": ""600 mL"", ""B"": ""400 mL"", ""C"": ""0.5 L"", ""D"": ""500 mL""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": {
    ""lab flasks"": 1,
    ""conical flask"": 1,
    ""pipettes"": 0,
    ""test tubes"": 0,
    ""syringes"": 0,
    ""gloves"": 1,
    ""lab coats"": 1,
    ""lab equipment"": 1
  },
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 person"",
    ""1 beaker"",
    ""1 funnel"",
    ""1 volumetric flask"",
    ""1 rotary evaporator""
  ],
  ""measurements_observed"": []
}"
59992_clip_5_quantity,videos/level_1/59992/clip_5.mp4,What volume of competent cells is being added?,"{""A"": ""25 µL"", ""B"": ""10 µL"", ""C"": ""20 µL"", ""D"": ""30 µL""}","""A""",C,C,B,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": {
    ""ice cubes"": 1,
    ""pipette"": 1,
    ""test tube"": 1,
    ""yellow test tube rack"": 1,
    ""blue container"": 1,
    ""white container"": 1
  },
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 white foam container"",
    ""1 yellow pipette tip rack"",
    ""1 blue storage box"",
    ""1 pipette"",
    ""1 hand wearing a blue glove""
  ],
  ""measurements_observed"": []
}"
58743_clip_12_quantity,videos/level_1/58743/clip_12.mp4,What temperature is shown on the oven display?,"{""A"": ""45°C"", ""B"": ""55°C"", ""C"": ""40°C"", ""D"": ""50°C""}","""A""",D,D,C,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [],
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 person wearing gloves"",
    ""1 incubator or oven"",
    ""1 white box or container inside the incubator"",
    ""1 glove on the person's hand""
  ],
  ""measurements_observed"": []
}
```"
58743_clip_22_quantity,videos/level_1/58743/clip_22.mp4,What temperature is shown on the instrument display?,"{""A"": ""30°C"", ""B"": ""40°C"", ""C"": ""25°C"", ""D"": ""35°C""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""numbers_visible"": [
    ""30.0"",
    ""20.00"",
    ""1.000"",
    ""88.8%"",
    ""11.2%"",
    ""0.0%"",
    ""400"",
    ""0"",
    ""1""
  ],
  ""counts"": {
    ""temperature_setpoints"": 1,
    ""time_setpoints"": 2,
    ""flow_rates"": 1,
    ""solvent_percentages"": 3,
    ""pressure_limits"": 2
  },
  ""measurements_observed"": {
    ""temperature"": ""30.0 °C"",
    ""stop time"": ""20.00 min"",
    ""post time"": ""Off"",
    ""flow rate"": ""1.000 ml/min"",
    ""solvent A percentage"": ""88.8%"",
    ""solvent B percentage"": ""11.2%"",
    ""solvent C percentage"": ""0.0%"",
    ""maximum pressure"": ""400 bar"",
    ""minimum pressure"": ""0 bar""
  }
}
```","```json
{
  ""numbers_visible"": [
    ""30.0"",
    ""20.00"",
    ""0.00"",
    ""1.000"",
    ""88.8"",
    ""11.2"",
    ""0.0"",
    ""0.0"",
    ""400"",
    ""0""
  ],
  ""counts"": [
    ""1 temperature setting"",
    ""1 stop time setting"",
    ""1 post time setting"",
    ""1 flow rate setting"",
    ""3 solvent percentages"",
    ""1 maximum pressure setting"",
    ""1 minimum pressure setting""
  ],
  ""measurements_observed"": [
    ""30.0 °C temperature"",
    ""20.00 min stop time"",
    ""0.00 min post time"",
    ""1.000 mL/min flow rate"",
    ""88.8 % solvent A (Methanol)"",
    ""11.2 % solvent B (H2O)"",
    ""0.0 % solvent C (H2O)"",
    ""0.0 % solvent D (NaOH)"",
    ""400 bar maximum pressure"",
    ""0 bar minimum pressure""
  ]
}
```"
58184_clip_10_quantity,videos/level_1/58184/clip_10.mp4,What depth of water is visible in the enclosure?,"{""A"": ""1.5 cm"", ""B"": ""10 mm"", ""C"": ""1 cm"", ""D"": ""0.5 cm""}","""C""",C,C,C,1.0,1.0,1.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""mice"",
      ""count"": 2
    }
  ],
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 transparent container"",
    ""1 black cage insert"",
    ""1 hand"",
    ""1 bottle of liquid""
  ],
  ""measurements_observed"": []
}"
58184_clip_18_quantity,videos/level_1/58184/clip_18.mp4,How many mice are transferred?,"{""A"": ""4"", ""B"": ""6"", ""C"": ""5"", ""D"": ""3""}","""C""",D,A,A,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""mice"",
      ""count"": 4
    },
    {
      ""item"": ""cages"",
      ""count"": 2
    }
  ],
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""4 mice in the cage"",
    ""2 cages visible""
  ],
  ""measurements_observed"": []
}"
56248_clip_8_quantity,videos/level_1/56248/clip_8.mp4,What volume of culture medium is added per dish?,"{""A"": ""5 mL"", ""B"": ""6 mL"", ""C"": ""10 mL"", ""D"": ""8 mL""}","""D""",C,C,C,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""test tubes"",
      ""count"": 2
    },
    {
      ""item"": ""pipette tips"",
      ""count"": 1
    },
    {
      ""item"": ""lab coats"",
      ""count"": 1
    },
    {
      ""item"": ""gloves"",
      ""count"": 2
    }
  ],
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 person"",
    ""1 petri dish"",
    ""1 pipette"",
    ""1 test tube"",
    ""1 watch"",
    ""1 refrigerator"",
    ""1 syringe"",
    ""1 glove"",
    ""1 wristwatch"",
    ""1 test tube rack""
  ],
  ""measurements_observed"": []
}
```"
56248_clip_21_quantity,videos/level_1/56248/clip_21.mp4,How many times are the wells washed?,"{""A"": ""5"", ""B"": ""4"", ""C"": ""6"", ""D"": ""3""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [""250"", ""150"", ""100""],
  ""counts"": {
    ""test tubes"": ""24"",
    ""test tube rack"": ""1"",
    ""beaker"": ""1""
  },
  ""measurements_observed"": [""250 mL"", ""150 mL"", ""100 mL""]
}
```","{
  ""numbers_visible"": [""50"", ""100"", ""150"", ""200"", ""250""],
  ""counts"": [""24 test tubes"", ""1 pipette""],
  ""measurements_observed"": [""250 ml (maximum capacity of the beaker)""]
}"
55685_clip_32_quantity,videos/level_1/55685/clip_32.mp4,What volume of solution is being withdrawn?,"{""A"": ""2 mL"", ""B"": ""5 mL"", ""C"": ""0.5 mL"", ""D"": ""1 mL""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": {
    ""bottles_with_red_caps"": 1,
    ""test_tubes_with_labels"": 4,
    ""beakers"": 2,
    ""gloved_hands"": 2,
    ""syringes"": 1
  },
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 syringe"",
    ""1 petri dish"",
    ""1 small beaker"",
    ""3 bottles with red caps"",
    ""3 bottles with green caps"",
    ""1 bottle with a black cap"",
    ""1 hand wearing a glove""
  ],
  ""measurements_observed"": []
}"
55685_clip_23_quantity,videos/level_1/55685/clip_23.mp4,What temperature is shown on the control panel?,"{""A"": ""28°C"", ""B"": ""25°C"", ""C"": ""20°C"", ""D"": ""35°C""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""numbers_visible"": [""25.0"", ""25.0""],
  ""counts"": {
    ""temperature_readings"": 2,
    ""digits_on_display"": 4
  },
  ""measurements_observed"": [""25.0 degrees Celsius""]
}
```","{
  ""numbers_visible"": [""25.0"", ""25.0"", ""25""],
  ""counts"": [""2 temperature displays"", ""1 humidity display"", ""2 power switches""],
  ""measurements_observed"": [""25.0 degrees Celsius (temperature)"", ""25.0 degrees Celsius (set point)"", ""25% relative humidity""]
}"
2693_clip_16_quantity,videos/level_1/2693/clip_16.mp4,What volume of medium is shown being added?,"{""A"": ""25 mL"", ""B"": ""15 mL"", ""C"": ""30 mL"", ""D"": ""20 mL""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [""73000""],
  ""counts"": [
    {""item"": ""test tubes"", ""count"": 2},
    {""item"": ""syringes"", ""count"": 1},
    {""item"": ""lab equipment"", ""count"": 1}
  ],
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [""73000""],
  ""counts"": [""1 centrifuge"", ""1 syringe"", ""1 blue cap"", ""1 watch"", ""1 blue container"", ""1 red container"", ""2 pipettes"", ""1 bottle""],
  ""measurements_observed"": [""volume of liquid in the syringe""]
}
```"
2693_clip_26_quantity,videos/level_1/2693/clip_26.mp4,What volume of sterile DMEM is used to wash the cells?,"{""A"": ""15 mL"", ""B"": ""20 mL"", ""C"": ""5 mL"", ""D"": ""10 mL""}","""D""",D,A,D,1.0,0.0,1.0,"```json
{
  ""numbers_visible"": [""10938"", ""550""],
  ""counts"": [""1 syringe"", ""1 centrifuge"", ""1 bottle""],
  ""measurements_observed"": [""3X wash""]
}
```","```json
{
  ""numbers_visible"": [""10038"", ""3X""],
  ""counts"": [""1 centrifuge"", ""1 pipette"", ""1 bottle of DMEM"", ""1 red rack""],
  ""measurements_observed"": [""3X wash""]
}
```"
63501_clip_7_quantity,videos/level_1/63501/clip_7.mp4,How many microscope slides are used?,"{""A"": ""3"", ""B"": ""2"", ""C"": ""4"", ""D"": ""1""}","""B""",B,D,D,1.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": {
    ""gloves"": 2,
    ""slides"": 1,
    ""clips"": 4
  },
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [],
  ""counts"": [
    ""2 hands wearing gloves"",
    ""1 transparent rectangular object being handled"",
    ""3 binder clips (blue, purple, and green)""
  ],
  ""measurements_observed"": []
}
```"
63501_clip_16_quantity,videos/level_1/63501/clip_16.mp4,What volume of imaging buffer is in the syringe?,"{""A"": ""5 mL"", ""B"": ""20 mL"", ""C"": ""15 mL"", ""D"": ""10 mL""}","""D""",D,B,B,1.0,0.0,0.0,"```json
{
  ""numbers_visible"": [""04"", ""0.4"", ""100"", ""1000"", ""10000"", ""100000"", ""1000000""],
  ""counts"": [""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1""],
  ""measurements_observed"": [""0.4 mL"", ""100°C"", ""1000000"", ""10000000"", ""100000000"", ""1000000000""]
}
```","```json
{
  ""numbers_visible"": [""0.4""],
  ""counts"": [""1 syringe"", ""1 digital display""],
  ""measurements_observed"": [""0.4 mL""]
}
```"
56494_clip_6_quantity,videos/level_1/56494/clip_6.mp4,What flow rate is shown on the gas delivery equipment?,"{""A"": ""40 mL/min"", ""B"": ""30 mL/min"", ""C"": ""35 mL/min"", ""D"": ""45 mL/min""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""numbers_visible"": [""40.0"", ""-5.0"", ""E-2"", ""1"", ""2"", ""SP1"", ""SP2""],
  ""counts"": {
    ""gauges"": 1,
    ""buttons"": 6,
    ""labels"": 3
  },
  ""measurements_observed"": [""flow rate (SCCM)"", ""pressure (Torr)""]
}
```","```json
{
  ""numbers_visible"": [""40.0"", ""9.0"", ""8.8"", ""8.8"", ""E-12"", ""Tor"", ""Pa""],
  ""counts"": [""1 digital display showing 40.0"", ""1 digital display showing 9.0"", ""3 identical digital displays showing 8.8"", ""1 digital display showing E-12""],
  ""measurements_observed"": [""40.0 SCCM (Standard Cubic Centimeters per Minute)"", ""9.0 SLM (Standard Liters per Minute)"", ""E-12 Torr (pressure measurement)""]
}
```"
56494_clip_26_quantity,videos/level_1/56494/clip_26.mp4,What temperature is shown on the incubator display?,"{""A"": ""120°C"", ""B"": ""110°C"", ""C"": ""130°C"", ""D"": ""100°C""}","""A""",B,C,B,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [""376"", ""0:05""],
  ""counts"": [""1 clock"", ""1 timer"", ""1 digital display""],
  ""measurements_observed"": [""376 degrees Celsius"", ""0 minutes and 5 seconds""]
}
```","```json
{
  ""numbers_visible"": [""376"", ""0:05:00""],
  ""counts"": [""1 scale"", ""1 timer"", ""1 foil-covered object""],
  ""measurements_observed"": [""376 grams (scale reading)"", ""5 minutes (timer setting)""]
}
```"
55614_clip_27_quantity,videos/level_1/55614/clip_27.mp4,What is the duration of the ultrasonic cleaning process?,"{""A"": ""20 minutes"", ""B"": ""10 minutes"", ""C"": ""5 minutes"", ""D"": ""15 minutes""}","""B""",D,D,D,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [""150"", ""40°C""],
  ""counts"": {
    ""containers"": 2,
    ""people"": 1
  },
  ""measurements_observed"": {
    ""temperature"": ""40°C""
  }
}
```","{
  ""numbers_visible"": [""1:55""],
  ""counts"": [""1 ultrasonic cleaner"", ""1 plastic cup"", ""1 dark bottle with a blue cap"", ""1 hand wearing a glove""],
  ""measurements_observed"": [""1:55 minutes displayed on the ultrasonic cleaner timer""]
}"
55614_clip_48_quantity,videos/level_1/55614/clip_48.mp4,What weight is displayed on the analytical scale?,"{""A"": ""12.3556 g"", ""B"": ""12.3466 g"", ""C"": ""12.3456 g"", ""D"": ""12.3457 g""}","""C""",B,C,C,0.0,1.0,1.0,"```json
{
  ""numbers_visible"": [""0"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""],
  ""counts"": [
    {
      ""item"": ""syringes"",
      ""count"": 0
    },
    {
      ""item"": ""glasses"",
      ""count"": 1
    },
    {
      ""item"": ""notebooks"",
      ""count"": 1
    },
    {
      ""item"": ""lab scales"",
      ""count"": 1
    }
  ],
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 person wearing gloves"",
    ""1 beaker"",
    ""1 bowl"",
    ""1 pen"",
    ""1 notebook"",
    ""1 analytical balance (Mettler AE 200)""
  ],
  ""measurements_observed"": []
}
```"
4308_clip_31_quantity,videos/level_1/4308/clip_31.mp4,What volume of acrylamide solution is added?,"{""A"": ""2.1 mL"", ""B"": ""3.0 mL"", ""C"": ""1.5 mL"", ""D"": ""2.0 mL""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""numbers_visible"": [""2.1"", ""1.2"", ""0.1"", ""4.5"", ""3.6""],
  ""counts"": {
    ""bottles"": 5,
    ""test tubes"": 1,
    ""pipettes"": 1,
    ""lab equipment"": 1
  },
  ""measurements_observed"": [
    ""2.1 ml acrylamide solution"",
    ""1.2 ml Tris buffer"",
    ""0.1 ml 10% APS"",
    ""4.5 ml 24% bovine serum albumin solution"",
    ""3.6 ml deionized water""
  ]
}
```","```json
{
  ""numbers_visible"": [
    ""2.1"",
    ""1.2"",
    ""0.1"",
    ""4.5"",
    ""10%"",
    ""24%""
  ],
  ""counts"": [
    ""1 pipette"",
    ""1 bottle labeled '10% APS'"",
    ""1 Falcon tube"",
    ""1 bottle of serum albumin solution"",
    ""4 small vials"",
    ""1 bottle of acrylamide solution""
  ],
  ""measurements_observed"": [
    ""2.1 ml acrylamide solution"",
    ""1.2 ml Tris buffer"",
    ""0.1 ml 10% APS"",
    ""4.5 ml 24% bovine serum albumin solution"",
    ""3.6 ml deionized water""
  ]
}
```"
4308_clip_19_quantity,videos/level_1/4308/clip_19.mp4,What volume of liquid is being drawn?,"{""A"": ""45 µL"", ""B"": ""5 µL"", ""C"": ""55 µL"", ""D"": ""50 µL""}","""D""",D,B,D,1.0,0.0,1.0,"```json
{
  ""numbers_visible"": [""000 x 000""],
  ""counts"": [""1""],
  ""measurements_observed"": [""000 x 000""]
}
```","{
  ""numbers_visible"": [""100 x 100""],
  ""counts"": [""1 beaker"", ""1 vortex mixer"", ""1 bottle""],
  ""measurements_observed"": [""100 x 100 (likely dimensions of the beaker)""]
}"
62771_clip_29_quantity,videos/level_1/62771/clip_29.mp4,What is the diameter of the needle used?,"{""A"": ""0.25 mm"", ""B"": ""1.0 mm"", ""C"": ""0.1 mm"", ""D"": ""0.5 mm""}","""A""",C,C,C,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""dots on the grid"",
      ""count"": 96
    },
    {
      ""item"": ""rows on the grid"",
      ""count"": 8
    },
    {
      ""item"": ""columns on the grid"",
      ""count"": 12
    }
  ],
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""2 hands"",
    ""1 pipette"",
    ""1 transparent sheet with blue dots""
  ],
  ""measurements_observed"": []
}"
62771_clip_5_quantity,videos/level_1/62771/clip_5.mp4,What volume of molten agarose is dispensed into each well?,"{""A"": ""80 microliters"", ""B"": ""120 microliters"", ""C"": ""100 microliters"", ""D"": ""50 microliters""}","""A""",D,C,D,0.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""test tubes"",
      ""count"": 1
    },
    {
      ""item"": ""pipette tips"",
      ""count"": 1
    },
    {
      ""item"": ""microplate wells"",
      ""count"": 96
    }
  ],
  ""measurements_observed"": []
}
```","{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 beaker"",
    ""1 pipette"",
    ""1 multi-well plate"",
    ""1 plastic mold""
  ],
  ""measurements_observed"": []
}"
56676_clip_20_quantity,videos/level_1/56676/clip_20.mp4,What volume of PBST is used to wash the wells?,"{""A"": ""200 microliters"", ""B"": ""100 microliters"", ""C"": ""250 microliters"", ""D"": ""500 microliters""}","""A""",A,B,B,1.0,0.0,0.0,"```json
{
  ""numbers_visible"": [],
  ""counts"": [
    {
      ""item"": ""test tubes"",
      ""count"": 2
    },
    {
      ""item"": ""pipette tips"",
      ""count"": 10
    }
  ],
  ""measurements_observed"": []
}
```","```json
{
  ""numbers_visible"": [],
  ""counts"": [
    ""1 pipette"",
    ""1 microplate with 96 wells"",
    ""1 red pipette tip rack"",
    ""1 hand wearing a glove""
  ],
  ""measurements_observed"": []
}
```"
