id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
2958_clip_17_materials,videos/level_1/2958/clip_17.mp4,Which material appears in this experimental step?,"{""A"": ""apex of the heart"", ""B"": ""aortic arch"", ""C"": ""coronary artery"", ""D"": ""right ventricle""}","""A""",B,D,A,0.0,0.0,1.0,"```json
{
  ""materials_visible"": [
    ""Blood"",
    ""Tissue""
  ],
  ""labels_seen"": [
    ""jove""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""Cylindrical"",
      ""color"": ""White"",
      ""size"": ""Small""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""Reddish"",
      ""state"": ""Liquid"",
      ""texture"": ""Thick""
    },
    {
      ""color"": ""Dark red"",
      ""state"": ""Solid"",
      ""texture"": ""Fleshy""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""liver""],
  ""labels_seen"": [""jove""],
  ""container_descriptions"": [""metal forceps with pointed ends""],
  ""substance_appearance"": [""red, solid, smooth texture""]
}
```"
2958_clip_29_materials,videos/level_1/2958/clip_29.mp4,What material appears in the researcher's work in this video clip?,"{""A"": ""perfused brain"", ""B"": ""PFA-fixed brain"", ""C"": ""cryosectioned brain"", ""D"": ""agarose-embedded brain""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [
    ""Methyl Methacrylate""
  ],
  ""labels_seen"": [
    ""Methyl Methacrylate""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""cylindrical"",
      ""color"": ""transparent"",
      ""size"": ""small""
    },
    {
      ""shape"": ""petri dish"",
      ""color"": ""transparent"",
      ""size"": ""medium""
    }
  ],
  ""substance_appearance"": [
    {
      ""material"": ""Methyl Methacrylate"",
      ""state"": ""liquid"",
      ""texture"": ""clear""
    },
    {
      ""material"": ""sample"",
      ""state"": ""solid"",
      ""texture"": ""smooth""
    }
  ]
}
```","```json
{
  ""materials_visible"": [
    ""brain sample"",
    ""Methyl Methacrylate""
  ],
  ""labels_seen"": [
    ""Methyl Methacrylate""
  ],
  ""container_descriptions"": [
    ""Circular, transparent petri dish containing a brain sample"",
    ""Small, clear glass vial labeled 'Methyl Methacrylate'""
  ],
  ""substance_appearance"": [
    ""Brain sample: pinkish, solid, with a smooth texture"",
    ""Methyl Methacrylate: clear liquid""
  ]
}
```"
63662_clip_35_materials,videos/level_1/63662/clip_35.mp4,What material appears in this procedure?,"{""A"": ""3% bovine serum albumin"", ""B"": ""5% skim milk powder"", ""C"": ""human serum albumin"", ""D"": ""fetal bovine serum""}","""A""",A,A,A,1.0,1.0,1.0,"```json
{
  ""materials_visible"": [
    ""pipette tip"",
    ""petri dishes"",
    ""test tubes"",
    ""plastic containers""
  ],
  ""labels_seen"": [
    ""100% ethanol"",
    ""100% methanol""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""cylindrical"",
      ""color"": ""white"",
      ""size"": ""small""
    },
    {
      ""shape"": ""cylindrical"",
      ""color"": ""orange"",
      ""size"": ""medium""
    },
    {
      ""shape"": ""circular"",
      ""color"": ""clear"",
      ""size"": ""small""
    },
    {
      ""shape"": ""rectangular"",
      ""color"": ""white"",
      ""size"": ""large""
    }
  ],
  ""substance_appearance"": [
    {
      ""material"": ""ethanol"",
      ""state"": ""liquid"",
      ""texture"": ""transparent""
    },
    {
      ""material"": ""methanol"",
      ""state"": ""liquid"",
      ""texture"": ""transparent""
    }
  ]
}
```","```json
{
  ""materials_visible"": [
    ""1 x PBS缓冲液"",
    ""5% BSA""
  ],
  ""labels_seen"": [
    ""1 x PBS缓冲液"",
    ""5% BSA""
  ],
  ""container_descriptions"": [
    ""Clear plastic bottle with a white cap, containing 1 x PBS缓冲液"",
    ""Small clear test tube with a white label reading '5% BSA'"",
    ""Orange multi-well plate"",
    ""White multi-well plate"",
    ""Clear petri dishes""
  ],
  ""substance_appearance"": [
    ""Clear liquid in the PBS buffer bottle"",
    ""Clear liquid in the 5% BSA test tube"",
    ""Clear liquid in the petri dishes""
  ]
}
```"
63662_clip_5_materials,videos/level_1/63662/clip_5.mp4,Which material appears in this experimental step?,"{""A"": ""cells at 70 to 80% confluence"", ""B"": ""cell debris"", ""C"": ""trypsin solution"", ""D"": ""confluent monolayer""}","""A""",C,A,A,0.0,1.0,1.0,"```json
{
  ""materials_visible"": [
    ""Petri dish""
  ],
  ""labels_seen"": [
    ""Culture conditions: 28 °C\n5% atmospheric CO₂"",
    ""WJH""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""Circular"",
      ""color"": ""Clear"",
      ""size"": ""Standard Petri dish size""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""White"",
      ""state"": ""Solid"",
      ""texture"": ""Smooth""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""culture sample""],
  ""labels_seen"": [""Culture conditions: 28 °C"", ""5% atmospheric CO₂"", ""27.7"", ""0.7"", ""REPLACE WFP""],
  ""container_descriptions"": [""small, clear, cylindrical container holding the culture sample""],
  ""substance_appearance"": [""contents not clearly visible, likely liquid or semi-solid culture medium""]
}
```"
63662_clip_9_materials,videos/level_1/63662/clip_9.mp4,What material appears in this procedure?,"{""A"": ""cell suspension"", ""B"": ""trypsin solution"", ""C"": ""fixed cells"", ""D"": ""cells at 90 to 100% confluence""}","""D""",B,B,B,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [
    ""test tube"",
    ""pipette tip"",
    ""plastic container""
  ],
  ""labels_seen"": [
    """"
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""cylindrical"",
      ""color"": ""transparent"",
      ""size"": ""small""
    },
    {
      ""shape"": ""cylindrical"",
      ""color"": ""blue"",
      ""size"": ""small""
    },
    {
      ""shape"": ""rectangular"",
      ""color"": ""white"",
      ""size"": ""medium""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""yellow"",
      ""state"": ""liquid"",
      ""texture"": ""clear""
    },
    {
      ""color"": ""blue"",
      ""state"": ""liquid"",
      ""texture"": ""clear""
    },
    {
      ""color"": ""white"",
      ""state"": ""solid"",
      ""texture"": ""powdery""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""test tubes"", ""pipette tips""],
  ""labels_seen"": [""WJH 01""],
  ""container_descriptions"": [""orange test tube rack with multiple holes"", ""blue pipette tip box"", ""white container with a lid"", ""clear test tubes with blue caps""],
  ""substance_appearance"": [""test tube contents are pink liquid""]
}
```"
63662_clip_36_materials,videos/level_1/63662/clip_36.mp4,What material appears in this procedure?,"{""A"": ""goat anti-mouse IgG secondary antibody"", ""B"": ""mouse anti-wsp polyclonal antibody"", ""C"": ""bovine serum albumin (BSA)"", ""D"": ""rabbit anti-WSP polyclonal antibody""}","""B""",A,A,B,0.0,0.0,1.0,"```json
{
  ""materials_visible"": [
    ""Mouse serum: 1:1000 dilution in PBS""
  ],
  ""labels_seen"": [
    ""Mouse serum: 1:1000 dilution in PBS"",
    ""1 X PBS缓冲液""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""cylindrical"",
      ""color"": ""white"",
      ""size"": ""medium""
    },
    {
      ""shape"": ""plastic"",
      ""color"": ""orange"",
      ""size"": ""large""
    },
    {
      ""shape"": ""plastic"",
      ""color"": ""clear"",
      ""size"": ""small""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""pink"",
      ""state"": ""liquid"",
      ""texture"": ""homogeneous""
    },
    {
      ""color"": ""yellow"",
      ""state"": ""liquid"",
      ""texture"": ""homogeneous""
    },
    {
      ""color"": ""blue"",
      ""state"": ""liquid"",
      ""texture"": ""homogeneous""
    }
  ]
}
```","```json
{
  ""materials_visible"": [
    ""Mouse serum"",
    ""1 × PBS缓冲液 (0.01M pH 7.2-7.4)""
  ],
  ""labels_seen"": [
    ""Mouse serum: 1:1000 dilution in PBS"",
    ""1 × PBS缓冲液 (0.01M pH 7.2-7.4)"",
    ""Size 500ml"",
    ""Cat. no. P1020"",
    ""Lot No. 20120111"",
    ""Exp. 20230611""
  ],
  ""container_descriptions"": [
    ""Clear plastic bottle with a white cap containing PBS buffer"",
    ""Small clear plastic tube with an orange cap, likely containing mouse serum"",
    ""Several clear petri dishes with lids, some open on the workbench"",
    ""Orange plastic test tube rack holding multiple tubes""
  ],
  ""substance_appearance"": [
    ""PBS buffer: clear liquid"",
    ""Mouse serum: clear liquid""
  ]
}
```"
55979_clip_31_materials,videos/level_1/55979/clip_31.mp4,What material appears in the researcher's work in this video clip?,"{""A"": ""Terrific Broth"", ""B"": ""SOC medium"", ""C"": ""LB broth"", ""D"": ""LLB""}","""D""",B,B,B,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [
    ""pipette tip"",
    ""syringe"",
    ""test tube""
  ],
  ""labels_seen"": [
    ""Jove""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""cylindrical"",
      ""color"": ""transparent"",
      ""size"": ""small""
    },
    {
      ""shape"": ""cylindrical"",
      ""color"": ""transparent"",
      ""size"": ""medium""
    },
    {
      ""shape"": ""cylindrical"",
      ""color"": ""transparent"",
      ""size"": ""large""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""yellow"",
      ""state"": ""liquid"",
      ""texture"": ""viscous""
    },
    {
      ""color"": ""clear"",
      ""state"": ""liquid"",
      ""texture"": ""transparent""
    },
    {
      ""color"": ""clear"",
      ""state"": ""liquid"",
      ""texture"": ""transparent""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""DNA extraction buffer""],
  ""labels_seen"": [""DNA extraction buffer""],
  ""container_descriptions"": [""Small, clear plastic tube with a white cap""],
  ""substance_appearance"": [""Pale yellow liquid, clear, no visible solid particles""]
}
```"
55979_clip_30_materials,videos/level_1/55979/clip_30.mp4,What material appears in this procedure?,"{""A"": ""DEPC-treated water"", ""B"": ""room temperature nucleus-free water"", ""C"": ""nuclease-free water"", ""D"": ""distilled water""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [
    ""Promega PureLink PCR Clean-Up Kit""
  ],
  ""labels_seen"": [
    ""Promega PureLink PCR Clean-Up Kit""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""cylindrical"",
      ""color"": ""white"",
      ""size"": ""small""
    },
    {
      ""shape"": ""cylindrical"",
      ""color"": ""clear"",
      ""size"": ""small""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""yellowish"",
      ""state"": ""liquid"",
      ""texture"": ""viscous""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""pipette tip"", ""microtube""],
  ""labels_seen"": [""Promega""],
  ""container_descriptions"": [""white microtube with a red cap"", ""pipette tip in a transparent casing""],
  ""substance_appearance"": [""clear liquid in the pipette tip""]
}
```"
55979_clip_35_materials,videos/level_1/55979/clip_35.mp4,What material appears in the researcher's work in this video clip?,"{""A"": ""silica gel"", ""B"": ""agarose pellets"", ""C"": ""beads"", ""D"": ""ion exchange resin""}","""C""",B,D,D,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [
    ""SpotON""
  ],
  ""labels_seen"": [
    ""SpotON"",
    ""FAH28301"",
    ""R94"",
    ""QR code""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""rectangular"",
      ""color"": ""black"",
      ""size"": ""small""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""transparent"",
      ""state"": ""liquid"",
      ""texture"": ""clear""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""Spot ON""],
  ""labels_seen"": [""FAH28301"", ""R94"", ""Spot ON""],
  ""container_descriptions"": [""Small, transparent plastic tube with a white cap"", ""Rectangular device with a black and white label""],
  ""substance_appearance"": [""Clear liquid in the transparent tube""]
}
```"
55979_clip_28_materials,videos/level_1/55979/clip_28.mp4,What material appears in this procedure?,"{""A"": ""elution buffer"", ""B"": ""priming buffer"", ""C"": ""wash buffer"", ""D"": ""TE buffer""}","""B""",A,A,A,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [""silver metal components"", ""black plastic housing"", ""blue pipette tip""],
  ""labels_seen"": [""jove""],
  ""container_descriptions"": [
    {
      ""shape"": ""rectangular"",
      ""color"": ""black"",
      ""size"": ""small""
    },
    {
      ""shape"": ""cylindrical"",
      ""color"": ""blue"",
      ""size"": ""small""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""silver"",
      ""state"": ""solid"",
      ""texture"": ""metallic""
    },
    {
      ""color"": ""black"",
      ""state"": ""solid"",
      ""texture"": ""plastic""
    },
    {
      ""color"": ""transparent blue"",
      ""state"": ""liquid"",
      ""texture"": ""clear""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""DNA sample""],
  ""labels_seen"": [""DNA""],
  ""container_descriptions"": [""Rectangular, black and silver device with a slot for inserting a sample tube""],
  ""substance_appearance"": [""Clear liquid in a small tube""]
}
```"
3039_clip_33_materials,videos/level_1/3039/clip_33.mp4,What material appears in this procedure?,"{""A"": ""zygomatic bone"", ""B"": ""silicone pad"", ""C"": ""jawbone"", ""D"": ""skull fragment""}","""C""",B,C,C,0.0,1.0,1.0,"```json
{
  ""materials_visible"": [
    ""scalpel"",
    ""forceps"",
    ""surgical instruments""
  ],
  ""labels_seen"": [
    ""jove""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""rectangular"",
      ""color"": ""yellow"",
      ""size"": ""small""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""pink"",
      ""state"": ""tissue"",
      ""texture"": ""fleshy""
    },
    {
      ""color"": ""silver"",
      ""state"": ""metallic"",
      ""texture"": ""shiny""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""surgical site with exposed tissue""],
  ""labels_seen"": [""jove""],
  ""container_descriptions"": [""surgical site with exposed tissue, no specific container visible""],
  ""substance_appearance"": [""pink and red tissue, liquid state, smooth texture""]
}
```"
3039_clip_11_materials,videos/level_1/3039/clip_11.mp4,What material appears in this procedure?,"{""A"": ""culture swabs"", ""B"": ""cognitive applicators"", ""C"": ""suture needles"", ""D"": ""cotton balls""}","""B""",A,A,A,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [],
  ""labels_seen"": [],
  ""container_descriptions"": [
    {
      ""shape"": ""rectangular"",
      ""color"": ""white"",
      ""size"": ""medium""
    }
  ],
  ""substance_appearance"": []
}
```","```json
{
  ""materials_visible"": [""unlabeled white container""],
  ""labels_seen"": [],
  ""container_descriptions"": [""rectangular, white, semi-transparent container with a lid""],
  ""substance_appearance"": [""contents not visible""]
}
```"
3039_clip_28_materials,videos/level_1/3039/clip_28.mp4,Which material appears in this experimental step?,"{""A"": ""surgical area"", ""B"": ""incision site"", ""C"": ""skin surface"", ""D"": ""sterile drape""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""materials_visible"": [
    ""scissors"",
    ""gloves"",
    ""mesh netting"",
    ""animal (not fully visible)""
  ],
  ""labels_seen"": [
    ""jove""
  ],
  ""container_descriptions"": [
    {
      ""shape"": ""cylindrical"",
      ""color"": ""silver"",
      ""size"": ""small""
    }
  ],
  ""substance_appearance"": [
    {
      ""color"": ""white"",
      ""state"": ""solid"",
      ""texture"": ""mesh-like""
    },
    {
      ""color"": ""black"",
      ""state"": ""solid"",
      ""texture"": ""furry""
    }
  ]
}
```","```json
{
  ""materials_visible"": [""surgical scissors"", ""surgical gloves"", ""animal subject""],
  ""labels_seen"": [""jove"", ""III. Surgical Procedure and MCA Ligation""],
  ""container_descriptions"": [""yellow and white mesh bag containing the animal subject""],
  ""substance_appearance"": [""animal subject appears to be a rodent, possibly a mouse, with fur and skin visible""]
}
```"
